StudentID,StudentFName,StudentLName,StudentDOB,StudentPhoneNumber,StudentEmail,StudentTypeID
318,William,Hunt,11/1/1987 0:46,51-(224)552-7431,whunt@school.edu,3
319,Amanda,Tucker,11/11/1983 17:38,351-(422)151-5215,atucker@school.edu,4
320,Douglas,Crawford,4/26/1982 11:42,225-(364)715-0600,dcrawford@school.edu,4
321,Albert,Freeman,3/30/1992 2:13,86-(461)227-3935,afreeman@school.edu,4
322,Benjamin,Robinson,10/7/1986 13:22,62-(745)696-0943,brobinson@school.edu,4
323,James,Davis,7/6/1997 16:08,255-(669)901-9129,jdavis@school.edu,4
324,Craig,Clark,8/4/1990 23:00,62-(513)685-5398,cclark@school.edu,2
325,Amy,Griffin,3/30/1994 21:26,48-(982)235-5676,agriffin@school.edu,3
326,Gregory,Morrison,1/13/1985 12:25,7-(217)858-4662,gmorrison@school.edu,2
327,Kelly,Crawford,5/27/1997 10:22,86-(866)600-8483,kcrawford@school.edu,5
328,Nicholas,Bradley,9/26/1995 0:30,63-(197)434-2939,nbradley@school.edu,2
329,Lois,Adams,3/22/1984 23:15,86-(647)429-3559,ladams@school.edu,4
330,Kathleen,Wells,11/10/1981 12:53,251-(566)536-0388,kwells@school.edu,5
331,Janice,Alexander,7/24/1993 22:52,86-(665)542-0341,jalexander@school.edu,3
332,Lawrence,Moore,1/9/1995 1:10,7-(713)509-4495,lmoore@school.edu,5
333,Mary,Coleman,8/13/1989 22:06,86-(234)404-5520,mcoleman@school.edu,2
334,Lori,Johnston,7/1/1980 18:45,420-(870)547-1567,ljohnston@school.edu,2
335,Steven,Mcdonald,9/27/1997 2:20,976-(636)281-8892,smcdonald@school.edu,2
336,Tina,Price,6/14/1982 18:11,92-(814)192-4766,tprice@school.edu,3
337,Kathy,Bailey,8/15/1983 0:37,62-(697)788-7450,kbailey@school.edu,4
338,Rose,Scott,10/23/1987 16:31,7-(317)283-2509,rscott@school.edu,2
339,Sandra,Harper,3/31/1990 16:56,48-(598)862-0588,sharper@school.edu,3
340,Christopher,Simmons,12/12/1986 4:51,86-(746)149-8962,csimmons@school.edu,2
341,Kathy,Wagner,11/11/1995 13:21,86-(426)547-4963,kwagner@school.edu,4
342,Mark,Gonzalez,8/24/1980 8:28,46-(419)799-8437,mgonzalez@school.edu,2
343,Mary,Rivera,7/1/1995 16:32,86-(229)326-5117,mrivera@school.edu,3
344,Charles,Matthews,6/12/1981 12:08,380-(354)408-1807,cmatthews@school.edu,2
345,Jeremy,Bennett,6/20/1980 13:03,1-(504)897-5229,jbennett@school.edu,4
346,Clarence,Fields,1/27/1989 14:49,63-(303)720-5776,cfields@school.edu,3
347,Randy,Andrews,6/10/1983 16:45,420-(684)122-2917,randrews@school.edu,2
348,Jeremy,Chapman,9/22/1987 16:27,48-(246)211-4075,jchapman@school.edu,1
349,Martin,Diaz,3/11/1982 20:46,62-(904)577-9089,mdiaz@school.edu,3
350,Adam,Welch,6/10/1983 13:29,385-(546)711-3581,awelch@school.edu,2
351,Jennifer,Sanders,2/20/1997 9:09,48-(130)816-6448,jsanders@school.edu,2
352,Keith,Meyer,2/25/1995 1:11,351-(545)540-3300,kmeyer@school.edu,3
353,Phyllis,Armstrong,12/11/1985 6:12,7-(829)882-8262,parmstrong@school.edu,1
354,Wanda,Wells,5/9/1994 5:48,92-(255)743-1667,wwells@school.edu,1
355,Lisa,Jackson,12/7/1984 8:28,86-(162)190-4470,ljackson@school.edu,1
356,Joseph,Snyder,1/21/1996 4:17,353-(547)260-0268,jsnyder@school.edu,2
357,Irene,Hart,5/8/1982 15:45,48-(846)674-3447,ihart@school.edu,2
358,Jeremy,Martin,12/4/1987 11:55,7-(851)491-1499,jmartin@school.edu,4
359,Jessica,Gardner,1/30/1982 13:38,86-(235)348-2525,jgardner@school.edu,1
360,Betty,Butler,1/18/1996 2:46,63-(420)658-7187,bbutler@school.edu,2
361,Nancy,Olson,3/22/1981 21:30,86-(834)568-8924,nolson@school.edu,2
362,Frances,Ferguson,9/13/1988 21:14,54-(790)681-9058,fferguson@school.edu,4
363,Lawrence,Ryan,2/3/1984 2:38,54-(897)710-4290,lryan@school.edu,5
364,Catherine,Larson,8/27/1985 22:59,36-(713)159-3560,clarson@school.edu,1
365,Amanda,Martin,2/9/1990 3:10,86-(510)765-8492,amartin@school.edu,2
366,Rachel,Ford,3/8/1996 20:50,420-(302)852-0596,rford@school.edu,1
367,Jack,Owens,8/3/1997 5:40,62-(318)780-1318,jowens@school.edu,5
368,Harold,Williams,9/6/1990 11:46,30-(587)599-5734,hwilliams@school.edu,4
369,William,Johnson,9/28/1997 4:24,502-(392)539-1920,wjohnson@school.edu,1
370,Wayne,Foster,4/17/1983 13:28,62-(618)277-9486,wfoster@school.edu,3
371,Gary,Wood,8/8/1996 17:32,63-(273)197-8866,gwood@school.edu,3
372,Andrea,Crawford,4/14/1997 21:30,33-(350)131-6026,acrawford@school.edu,1
373,Earl,Reid,6/16/1981 7:52,55-(871)302-4015,ereid@school.edu,1
374,Justin,Reynolds,1/3/1994 12:02,54-(990)361-2054,jreynolds@school.edu,2
375,Larry,Hudson,9/17/1987 6:50,7-(444)937-3888,lhudson@school.edu,3
376,Lori,Bradley,9/23/1993 12:31,62-(471)175-1100,lbradley@school.edu,5
377,Susan,Morris,4/22/1994 5:07,7-(972)388-3824,smorris@school.edu,1
378,Michael,Little,10/30/1992 7:37,33-(680)486-5353,mlittle@school.edu,2
379,Cheryl,Ray,6/30/1990 0:22,1-(792)431-4444,cray@school.edu,4
380,Alice,Sims,7/11/1980 13:12,51-(919)984-7121,asims@school.edu,4
381,Phillip,Perkins,4/30/1986 14:35,66-(206)341-6335,pperkins@school.edu,5
382,Maria,Franklin,1/5/1983 1:16,1-(435)343-8705,mfranklin@school.edu,3
383,Philip,Jackson,12/2/1997 21:09,86-(465)246-2474,pjackson@school.edu,5
384,Aaron,Henry,8/10/1985 7:16,48-(455)687-8722,ahenry@school.edu,3
385,Steven,Morales,8/17/1993 0:58,7-(462)752-4923,smorales@school.edu,2
386,Stephanie,Greene,5/29/1981 13:33,7-(481)881-9931,sgreene@school.edu,2
387,Julie,Ortiz,9/19/1980 10:05,33-(266)602-2125,jortiz@school.edu,1
388,Ruth,Lopez,4/1/1982 10:01,63-(664)184-2842,rlopez@school.edu,4
389,Rachel,Daniels,5/10/1989 19:45,86-(278)715-3319,rdaniels@school.edu,2
390,Brian,Riley,3/8/1986 14:35,420-(304)403-1170,briley@school.edu,5
391,Kimberly,Graham,8/23/1988 11:42,86-(279)571-9604,kgraham@school.edu,3
392,Carolyn,Simmons,11/30/1987 11:46,381-(594)554-6503,csimmons@school.edu,4
393,Eric,Jordan,12/21/1989 20:51,66-(525)926-2264,ejordan@school.edu,4
394,Lisa,Lane,6/19/1981 8:58,36-(468)866-7194,llane@school.edu,4
395,Andrew,Fisher,1/6/1996 7:15,7-(930)618-5676,afisher@school.edu,2
396,Phillip,Jordan,8/27/1995 15:03,86-(911)685-5987,pjordan@school.edu,2
397,Lois,Ramirez,5/24/1990 20:47,27-(105)835-1229,lramirez@school.edu,5
398,Terry,Murray,4/30/1991 11:55,7-(627)138-5494,tmurray@school.edu,3
399,Pamela,Murray,6/22/1994 10:25,63-(485)916-6517,pmurray@school.edu,1
400,Raymond,Bowman,4/28/1983 0:48,62-(446)671-5940,rbowman@school.edu,1
401,Anna,James,6/6/1984 13:40,86-(950)895-6793,ajames@school.edu,2
402,Ralph,Morris,12/8/1982 14:58,7-(699)625-4790,rmorris@school.edu,3
403,Carl,Gutierrez,8/11/1994 15:35,86-(865)130-1430,cgutierrez@school.edu,3
404,Steve,Taylor,2/21/1990 22:24,963-(393)273-6971,staylor@school.edu,2
405,Timothy,Bailey,5/14/1989 18:37,591-(434)589-6589,tbailey@school.edu,4
406,Rebecca,White,9/30/1984 14:52,86-(862)566-5821,rwhite@school.edu,4
407,Bobby,Patterson,6/10/1989 11:08,81-(651)401-4620,bpatterson@school.edu,4
408,Betty,Holmes,8/26/1987 18:43,63-(601)272-9226,bholmes@school.edu,3
409,Howard,Shaw,5/18/1982 20:41,55-(570)887-3604,hshaw@school.edu,3
410,Benjamin,Kelly,5/11/1981 2:39,380-(580)621-6172,bkelly@school.edu,2
411,Dennis,Long,3/2/1995 13:45,62-(833)944-6275,dlong@school.edu,4
412,Norma,Mason,7/26/1990 13:49,355-(897)152-3523,nmason@school.edu,4
413,Kimberly,Rodriguez,8/8/1993 21:08,62-(643)466-3282,krodriguez@school.edu,2
414,Todd,Boyd,8/4/1996 1:51,380-(377)575-6939,tboyd@school.edu,5
415,Gloria,Garrett,6/26/1984 23:07,7-(616)671-4861,ggarrett@school.edu,3
416,Johnny,Willis,5/26/1987 12:43,54-(264)531-5483,jwillis@school.edu,5
417,Rachel,Carter,5/10/1992 10:46,380-(898)178-0768,rcarter@school.edu,5
418,Bonnie,Arnold,3/27/1989 2:09,54-(293)575-3957,barnold@school.edu,2
419,Karen,Jackson,3/30/1984 15:26,33-(844)342-9263,kjackson@school.edu,2
420,Joyce,Cole,10/3/1997 13:20,507-(653)511-3271,jcole@school.edu,2
421,Aaron,Foster,7/27/1993 20:00,62-(274)960-5766,afoster@school.edu,5
422,Janet,Cruz,7/4/1988 12:00,86-(896)577-8309,jcruz@school.edu,4
423,Christopher,Richards,12/21/1982 2:56,1-(330)186-0968,crichards@school.edu,5
424,Anna,Johnson,8/10/1982 3:40,62-(951)230-7391,ajohnson@school.edu,3
425,John,Johnston,11/16/1992 18:48,7-(396)474-3961,jjohnston@school.edu,3
426,Chris,Mitchell,12/26/1991 14:05,62-(701)972-2021,cmitchell@school.edu,1
427,Fred,Richards,6/13/1985 2:53,352-(933)134-5253,frichards@school.edu,4
428,Ryan,Dean,2/1/1986 16:59,351-(540)487-2884,rdean@school.edu,4
429,Chris,Watkins,10/26/1993 10:19,380-(834)719-5780,cwatkins@school.edu,4
430,Ruth,Johnson,5/24/1987 20:12,420-(865)172-8685,rjohnson@school.edu,4
431,Willie,Graham,5/19/1995 7:19,27-(747)576-8907,wgraham@school.edu,4
432,Harold,Ruiz,7/19/1986 22:33,351-(224)888-0346,hruiz@school.edu,3
433,Susan,Owens,5/26/1986 7:46,33-(927)459-0815,sowens@school.edu,1
434,Johnny,Banks,10/21/1992 10:32,86-(344)904-4851,jbanks@school.edu,1
435,Billy,Clark,4/27/1987 13:07,86-(566)578-3273,bclark@school.edu,5
436,Andrew,Gordon,3/7/1989 1:50,234-(578)781-4758,agordon@school.edu,3
437,Carl,Miller,1/28/1986 6:54,86-(188)247-2881,cmiller@school.edu,3
438,Kenneth,Coleman,11/15/1995 7:35,62-(232)199-1064,kcoleman@school.edu,2
439,Donna,Stone,4/22/1985 1:44,358-(458)219-5505,dstone@school.edu,3
440,Steven,Gutierrez,5/17/1981 23:31,351-(697)243-8058,sgutierrez@school.edu,5
441,Lois,Dixon,2/19/1994 18:03,43-(453)430-6974,ldixon@school.edu,4
442,Robin,Ruiz,2/4/1997 13:00,358-(956)461-9087,rruiz@school.edu,4
443,Arthur,Hanson,6/12/1995 15:55,386-(930)221-5895,ahanson@school.edu,3
444,Ann,Gardner,2/7/1990 18:31,995-(256)684-9090,agardner@school.edu,4
445,Jimmy,Smith,7/12/1991 3:21,86-(354)773-3740,jsmith@school.edu,2
446,Lillian,Harris,3/25/1983 16:00,56-(935)629-7456,lharris@school.edu,4
447,Keith,Cruz,5/13/1996 15:23,92-(766)823-1022,kcruz@school.edu,3
448,Kelly,Nguyen,11/29/1981 3:59,252-(708)267-0545,knguyen@school.edu,1
449,Joe,Richards,2/18/1985 4:08,61-(183)550-2157,jrichards@school.edu,4
450,Harry,Morales,11/14/1995 19:41,62-(844)376-4289,hmorales@school.edu,2
451,Fred,Moore,2/6/1996 21:26,52-(436)492-9210,fmoore@school.edu,2
452,Mark,Roberts,9/22/1985 14:06,47-(122)728-4348,mroberts@school.edu,3
453,Ann,Stone,8/16/1995 15:09,1-(806)723-2759,astone@school.edu,2
454,David,Brown,8/25/1992 6:42,62-(300)420-1469,dbrown@school.edu,3
455,Larry,Berry,9/9/1996 0:42,972-(264)245-1191,lberry@school.edu,2
456,Ryan,Stevens,3/31/1996 20:15,351-(380)973-7403,rstevens@school.edu,1
457,Keith,Phillips,4/12/1994 1:00,44-(405)541-6420,kphillips@school.edu,2
458,Richard,Jones,5/15/1997 20:18,60-(309)396-4716,rjones@school.edu,5
459,Irene,Snyder,9/12/1996 0:53,33-(587)358-5166,isnyder@school.edu,4
460,Justin,Russell,11/11/1996 7:22,62-(445)511-1638,jrussell@school.edu,4
461,Margaret,Burton,2/28/1980 8:47,880-(286)669-5465,mburton@school.edu,3
462,George,Kim,1/17/1986 11:39,86-(391)714-0790,gkim@school.edu,1
463,Russell,Davis,2/24/1997 19:38,63-(925)998-3033,rdavis@school.edu,1
464,Gary,Rodriguez,12/5/1990 5:23,1-(512)949-9889,grodriguez@school.edu,5
465,Antonio,Weaver,6/6/1980 19:18,63-(961)277-8752,aweaver@school.edu,4
466,Bobby,Ray,3/20/1994 20:23,92-(771)733-7006,bray@school.edu,5
467,Janice,Reyes,2/14/1993 18:20,962-(489)830-2554,jreyes@school.edu,2
468,Ryan,Crawford,9/20/1981 2:56,994-(618)932-1229,rcrawford@school.edu,3
469,Kimberly,Green,2/3/1995 5:06,63-(497)537-3443,kgreen@school.edu,2
470,Charles,Hansen,4/3/1989 22:48,62-(770)577-5587,chansen@school.edu,5
471,Teresa,Bailey,12/4/1992 7:27,62-(212)266-9115,tbailey@school.edu,4
472,Douglas,Alvarez,7/1/1981 22:36,58-(966)423-4843,dalvarez@school.edu,2
473,Thomas,Allen,12/26/1994 9:01,7-(524)560-9486,tallen@school.edu,5
474,David,Coleman,5/9/1993 23:44,62-(481)901-6560,dcoleman@school.edu,1
475,Benjamin,Brooks,3/26/1994 13:06,976-(169)509-5664,bbrooks@school.edu,3
476,Paul,Ryan,10/2/1985 8:19,351-(821)289-3619,pryan@school.edu,3
477,Kelly,Larson,10/14/1987 2:06,46-(584)683-6865,klarson@school.edu,3
478,Louise,Jackson,4/8/1990 2:59,261-(864)672-6138,ljackson@school.edu,3
479,Ruth,Baker,10/18/1995 2:13,7-(137)212-1709,rbaker@school.edu,2
480,Margaret,Marshall,2/9/1993 1:03,33-(290)710-5651,mmarshall@school.edu,5
481,Keith,Carroll,11/15/1982 19:17,598-(856)319-5820,kcarroll@school.edu,4
482,Shirley,Wright,8/22/1985 1:21,251-(134)522-3595,swright@school.edu,5
483,Betty,Morales,9/4/1985 11:57,62-(751)583-3189,bmorales@school.edu,4
484,Justin,Carpenter,3/24/1983 15:19,62-(858)567-2823,jcarpenter@school.edu,4
485,Kevin,Dean,2/10/1996 0:34,55-(172)327-4386,kdean@school.edu,3
486,Maria,Rose,2/20/1995 6:55,48-(534)378-5984,mrose@school.edu,2
487,Douglas,Dixon,4/27/1997 16:04,967-(303)710-6904,ddixon@school.edu,2
488,Joe,Turner,7/18/1995 12:01,351-(992)170-0881,jturner@school.edu,4
489,Carolyn,Cox,2/27/1990 23:00,63-(920)487-8969,ccox@school.edu,2
490,William,Smith,1/15/1985 8:08,7-(873)739-5306,wsmith@school.edu,4
491,Dennis,Boyd,12/22/1982 15:56,503-(439)722-7909,dboyd@school.edu,3
492,Martha,Reid,1/26/1982 11:23,506-(165)796-4091,mreid@school.edu,5
493,Andrew,Green,1/23/1996 18:23,81-(113)228-6423,agreen@school.edu,2
494,Jason,Russell,4/9/1996 14:18,62-(134)127-6295,jrussell@school.edu,2
495,Catherine,Reynolds,11/26/1997 18:42,977-(131)831-5011,creynolds@school.edu,4
496,Jason,Cook,7/29/1995 9:01,53-(853)362-1685,jcook@school.edu,4
497,Scott,Carpenter,4/15/1992 1:11,57-(895)558-6418,scarpenter@school.edu,2
498,Judy,Harvey,2/14/1990 4:14,86-(140)874-9844,jharvey@school.edu,2
499,Janice,Burton,8/29/1980 13:32,7-(559)843-3233,jburton@school.edu,5
500,Theresa,Harrison,9/27/1991 21:31,57-(104)325-2930,tharrison@school.edu,3
501,Jonathan,Young,3/16/1981 17:12,1-(352)728-0821,jyoung@school.edu,2
502,Judith,Lawrence,1/25/1997 13:33,62-(410)929-8106,jlawrence@school.edu,3
503,Cynthia,Walker,6/19/1987 17:50,55-(118)196-7661,cwalker@school.edu,5
504,Rose,George,11/10/1994 1:18,54-(558)942-2796,rgeorge@school.edu,4
505,Henry,Hill,6/21/1997 12:41,86-(983)299-0407,hhill@school.edu,3
506,Kevin,Ortiz,8/24/1996 11:15,7-(237)830-4391,kortiz@school.edu,3
507,Eric,Griffin,11/24/1992 0:43,218-(508)906-4113,egriffin@school.edu,5
508,Elizabeth,Cole,4/24/1981 11:59,62-(666)958-1956,ecole@school.edu,5
509,Dennis,Kelly,4/28/1987 6:44,33-(127)293-4871,dkelly@school.edu,3
510,Donna,Ramos,10/10/1986 22:38,92-(753)352-5763,dramos@school.edu,4
511,Kimberly,Tucker,4/24/1986 7:09,86-(471)278-8939,ktucker@school.edu,1
512,Harry,Lawrence,11/21/1992 2:44,7-(668)304-0505,hlawrence@school.edu,2
513,Jose,Franklin,10/7/1982 8:07,86-(190)972-8432,jfranklin@school.edu,2
514,Teresa,Mills,2/27/1996 18:04,33-(395)503-2456,tmills@school.edu,4
515,Thomas,George,3/21/1996 6:08,355-(450)846-4123,tgeorge@school.edu,4
516,Kathleen,Wells,11/2/1988 3:48,996-(129)901-0067,kwells@school.edu,3
517,Jonathan,Gutierrez,1/12/1988 3:03,33-(881)804-6062,jgutierrez@school.edu,1
518,Anne,Lawrence,8/9/1982 23:34,1-(707)529-0251,alawrence@school.edu,4
519,Jeffrey,Gordon,8/11/1995 14:20,86-(239)470-2348,jgordon@school.edu,2
520,Laura,Russell,10/11/1982 23:50,598-(850)828-7575,lrussell@school.edu,2
521,Peter,Mason,12/25/1983 20:36,52-(559)826-1544,pmason@school.edu,2
522,Jose,Williams,8/9/1995 13:08,371-(600)703-7032,jwilliams@school.edu,3
523,Lawrence,Cruz,7/12/1997 1:53,380-(580)181-4023,lcruz@school.edu,1
524,Alice,Reid,3/8/1987 11:47,7-(795)149-3456,areid@school.edu,4
525,Aaron,Romero,5/13/1981 22:40,66-(610)433-3701,aromero@school.edu,3
526,Virginia,Williams,11/17/1987 14:32,54-(259)579-6331,vwilliams@school.edu,1
527,Doris,Jackson,5/25/1987 20:22,353-(436)155-5404,djackson@school.edu,1
528,Antonio,Medina,5/3/1985 3:03,992-(538)499-7071,amedina@school.edu,5
529,Janet,Hernandez,7/6/1981 3:45,62-(535)664-1060,jhernandez@school.edu,4
530,Randy,Mitchell,10/6/1995 16:32,86-(736)623-8036,rmitchell@school.edu,5
531,Diana,Roberts,1/9/1991 13:44,46-(972)681-6432,droberts@school.edu,4
532,George,Mills,5/14/1994 22:43,60-(246)349-8248,gmills@school.edu,4
533,Jason,Diaz,10/13/1994 0:57,55-(993)777-5992,jdiaz@school.edu,1
534,Helen,Reid,11/28/1990 1:57,63-(543)647-2366,hreid@school.edu,5
535,Laura,Campbell,11/30/1984 15:04,62-(357)219-4540,lcampbell@school.edu,5
536,Judith,Gonzales,11/1/1990 7:41,62-(581)302-7566,jgonzales@school.edu,1
537,Linda,Berry,4/21/1988 4:23,7-(723)714-4955,lberry@school.edu,2
538,Paul,Harper,1/31/1995 3:44,62-(548)199-7264,pharper@school.edu,3
539,Nancy,Knight,8/20/1988 4:52,62-(933)996-4191,nknight@school.edu,2
540,Louis,Perkins,9/10/1995 17:10,58-(673)254-3494,lperkins@school.edu,4
541,Judith,Gonzalez,8/4/1983 9:05,352-(904)326-9294,jgonzalez@school.edu,2
542,Ann,Sims,3/30/1985 13:38,375-(240)213-3838,asims@school.edu,5
543,Tina,Hansen,4/16/1988 17:47,880-(301)126-7603,thansen@school.edu,3
544,Catherine,Gardner,2/24/1982 4:02,86-(635)976-8769,cgardner@school.edu,3
545,Irene,Franklin,1/16/1986 0:00,86-(432)717-9439,ifranklin@school.edu,3
546,Timothy,Duncan,6/8/1989 3:21,84-(937)780-2294,tduncan@school.edu,4
547,Diane,Gonzalez,8/7/1980 3:16,380-(907)944-8342,dgonzalez@school.edu,3
548,Frances,Gray,6/27/1982 21:57,385-(384)148-1470,fgray@school.edu,1
549,Jason,Chapman,2/20/1994 19:07,968-(425)745-4437,jchapman@school.edu,3
550,Jesse,Armstrong,4/1/1997 20:57,86-(204)746-5269,jarmstrong@school.edu,2
551,Craig,Washington,1/25/1990 0:25,994-(526)120-3232,cwashington@school.edu,3
552,David,Rice,11/3/1986 3:06,81-(637)553-6624,drice@school.edu,3
553,Denise,Rodriguez,2/12/1980 20:15,46-(671)303-5754,drodriguez@school.edu,4
554,Susan,Allen,7/28/1995 10:15,60-(602)954-4725,sallen@school.edu,5
555,Todd,Garrett,9/14/1993 12:33,53-(589)111-7674,tgarrett@school.edu,3
556,Gary,Fuller,11/12/1991 8:04,27-(694)425-4965,gfuller@school.edu,3
557,Ann,Shaw,12/11/1985 3:01,86-(134)825-3128,ashaw@school.edu,4
558,Irene,Olson,5/13/1997 16:35,86-(108)158-5902,iolson@school.edu,2
559,Ann,Green,4/8/1983 9:50,81-(374)521-0875,agreen@school.edu,3
560,Susan,Stone,12/21/1990 2:40,62-(170)308-9188,sstone@school.edu,2
561,Teresa,Wood,7/20/1991 6:49,353-(513)318-8181,twood@school.edu,1
562,Eugene,Harper,5/16/1989 14:26,381-(376)999-4847,eharper@school.edu,5
563,Robin,Reid,9/15/1990 5:55,46-(964)478-8508,rreid@school.edu,4
564,Lisa,Wheeler,1/25/1990 9:39,62-(308)496-4126,lwheeler@school.edu,3
565,Patricia,King,4/17/1989 9:16,358-(693)667-4156,pking@school.edu,4
566,Johnny,Edwards,5/15/1984 11:48,86-(999)103-9132,jedwards@school.edu,1
567,Bonnie,Kelly,1/20/1988 18:02,33-(618)237-3000,bkelly@school.edu,2
568,Michelle,Stewart,10/26/1994 19:14,63-(453)602-5504,mstewart@school.edu,3
569,Dennis,Rivera,4/30/1994 6:09,63-(169)285-0503,drivera@school.edu,4
570,Antonio,Grant,12/10/1985 20:29,62-(962)918-4008,agrant@school.edu,4
571,Evelyn,Andrews,7/13/1981 5:11,264-(210)124-8493,eandrews@school.edu,4
572,Jonathan,Palmer,3/28/1996 6:36,63-(130)241-4477,jpalmer@school.edu,2
573,Emily,Hunt,8/12/1986 3:03,58-(483)327-2947,ehunt@school.edu,2
574,Kenneth,Dixon,2/18/1995 19:43,967-(651)483-8551,kdixon@school.edu,5
575,Ashley,Sanders,5/28/1993 11:10,49-(258)359-9147,asanders@school.edu,2
576,Ryan,Crawford,8/20/1983 22:13,992-(302)730-2843,rcrawford@school.edu,2
577,Nancy,Little,11/15/1997 5:04,55-(420)708-4535,nlittle@school.edu,3
578,Emily,Perry,2/7/1984 23:27,47-(780)335-8730,eperry@school.edu,2
579,Larry,Webb,1/8/1991 11:22,55-(756)121-6457,lwebb@school.edu,3
580,Sara,Martin,10/12/1988 0:51,373-(149)345-0152,smartin@school.edu,2
581,Frank,Alexander,3/6/1988 10:42,33-(223)295-0394,falexander@school.edu,1
582,Paula,Dean,3/4/1990 16:37,351-(450)811-9926,pdean@school.edu,5
583,Joe,Green,8/8/1983 18:23,86-(420)952-3995,jgreen@school.edu,2
584,Michelle,Graham,6/10/1991 11:27,86-(972)814-5044,mgraham@school.edu,4
585,Anthony,Martin,1/31/1992 19:14,7-(850)691-3882,amartin@school.edu,1
586,Tina,Baker,5/7/1983 5:37,33-(557)209-1962,tbaker@school.edu,5
587,Amanda,Walker,5/13/1983 9:59,353-(991)318-3358,awalker@school.edu,3
588,Heather,White,8/13/1984 5:41,86-(580)811-9455,hwhite@school.edu,4
589,Jimmy,Robertson,6/30/1995 20:41,358-(118)997-7853,jrobertson@school.edu,3
590,Michelle,Myers,9/16/1983 1:25,7-(755)595-2413,mmyers@school.edu,4
591,Wanda,Adams,10/7/1980 23:45,30-(864)693-1613,wadams@school.edu,4
592,Chris,Crawford,12/20/1994 6:44,46-(338)823-4969,ccrawford@school.edu,3
593,Tammy,Gilbert,10/10/1995 14:16,351-(816)690-1492,tgilbert@school.edu,3
594,Aaron,Bryant,3/9/1985 10:27,62-(925)487-1385,abryant@school.edu,1
595,Christopher,Hanson,12/1/1986 16:18,880-(823)350-5349,chanson@school.edu,3
596,Lois,Reid,6/22/1992 0:47,63-(781)906-6763,lreid@school.edu,4
597,Harold,Rose,11/27/1995 8:09,58-(358)235-5610,hrose@school.edu,2
598,Earl,Richardson,8/22/1981 21:36,63-(565)606-0032,erichardson@school.edu,2
599,Michelle,Lee,9/12/1983 23:06,46-(777)538-2176,mlee@school.edu,2
600,Jacqueline,Nguyen,11/26/1983 3:52,234-(525)135-0532,jnguyen@school.edu,1
601,Lori,Fernandez,5/31/1993 3:49,355-(980)541-1852,lfernandez@school.edu,4
602,Anthony,Day,7/13/1984 7:34,49-(814)982-3321,aday@school.edu,3
603,David,Tucker,2/10/1993 2:19,54-(815)985-7787,dtucker@school.edu,3
604,Donna,Austin,5/5/1983 9:49,7-(382)766-4678,daustin@school.edu,3
605,Shirley,Bailey,8/29/1984 12:10,359-(693)148-9842,sbailey@school.edu,4
606,Carolyn,Knight,1/19/1988 3:40,86-(415)525-8253,cknight@school.edu,2
607,Joshua,Myers,4/14/1993 14:46,62-(524)713-7600,jmyers@school.edu,1
608,Scott,Ferguson,9/8/1983 11:50,63-(101)986-1234,sferguson@school.edu,2
609,Jean,Jackson,8/7/1992 11:14,57-(888)406-9731,jjackson@school.edu,4
610,Ralph,Edwards,7/28/1994 4:07,7-(574)478-4974,redwards@school.edu,3
611,Billy,Ruiz,5/2/1980 15:00,389-(714)839-1064,bruiz@school.edu,2
612,Larry,Shaw,3/29/1996 4:36,212-(913)929-6910,lshaw@school.edu,3
613,Earl,Wagner,11/27/1988 3:28,62-(565)793-7543,ewagner@school.edu,2
614,Larry,Scott,5/4/1980 14:38,86-(214)460-9134,lscott@school.edu,2
615,Pamela,Arnold,12/9/1987 13:29,33-(486)187-0377,parnold@school.edu,3
616,Jack,White,4/1/1981 12:23,81-(443)960-5597,jwhite@school.edu,2
617,Bonnie,Brooks,2/18/1987 17:53,47-(816)740-6270,bbrooks@school.edu,5
618,Kathleen,Henderson,10/27/1988 4:54,420-(130)964-8980,khenderson@school.edu,1
619,Teresa,Hicks,3/16/1985 7:38,55-(683)469-9041,thicks@school.edu,5
620,Cheryl,Nichols,9/18/1989 3:12,55-(119)568-0712,cnichols@school.edu,1
621,Henry,Richards,6/21/1990 18:47,351-(517)777-3197,hrichards@school.edu,4
622,Margaret,Simpson,6/24/1986 1:24,1-(376)733-8754,msimpson@school.edu,2
623,Antonio,Wood,7/23/1984 16:29,268-(309)983-2542,awood@school.edu,4
624,Raymond,Nichols,10/6/1985 3:43,380-(563)492-2934,rnichols@school.edu,2
625,Nicholas,Lynch,12/21/1985 3:40,63-(693)361-0131,nlynch@school.edu,4
626,Antonio,Simpson,9/17/1985 19:30,86-(624)513-0868,asimpson@school.edu,4
627,Willie,Miller,4/26/1983 15:57,63-(724)952-6379,wmiller@school.edu,3
628,Douglas,Fields,11/26/1990 11:59,218-(740)219-4957,dfields@school.edu,3
629,Todd,Watson,5/7/1984 20:58,225-(550)930-9633,twatson@school.edu,1
630,Christopher,Williams,10/6/1982 13:10,7-(534)212-4311,cwilliams@school.edu,2
631,Virginia,Hart,11/16/1995 3:31,265-(598)440-0006,vhart@school.edu,1
632,Douglas,Wallace,12/14/1990 10:10,86-(990)874-7745,dwallace@school.edu,3
633,Frances,Snyder,7/11/1985 8:34,62-(761)665-4320,fsnyder@school.edu,3
634,Louis,Spencer,4/27/1988 5:52,351-(781)159-6722,lspencer@school.edu,3
